paper,q,marks,primary_type,cross_types,qp_main_start,ms_page,equivalent_ms,mastery
9702_s25_42,2(a)(i),2,G01,,623,287,,未学
9702_s25_42,2(a)(ii),2,G01,,623,287,,未学
9702_s25_42,2(b)(i),1,B01,,623,287,,未学
9702_s25_42,2(b)(ii),2,B01,,623,287,,未学
9702_s25_42,2(c)(i),2,G01,,623,287,,未学
9702_s25_42,2(c)(ii),3,B01,,623,288,,未学
9702_s25_42,3(a),2,T03,,625,288,,未学
9702_s25_42,3(b)(i),2,X01,,625,288,,未学
9702_s25_42,3(b)(ii),1,X01,,625,288,,未学
9702_s25_42,3(b)(iii),2,H02,,625,289,,未学
9702_s25_42,3(b)(iv),2,H02,,625,289,,未学
9702_s25_42,3(b)(v),3,T03,H02,625,289,,未学
9702_s25_42,3(c),1,H02,,625,289,,未学
9702_s25_42,4(a)(i),1,K01,,627,290,,未学
9702_s25_42,4(a)(ii),1,K01,,627,290,,未学
9702_s25_42,4(b)(i),2,K03,,627,290,,未学
9702_s25_42,4(b)(ii),2,K04,,627,290,,未学
9702_s25_42,4(c),2,K04,,627,290,,未学
9702_s25_42,5(a),2,S01,,629,291,,未学
9702_s25_42,5(b)(i),1,S02,,629,291,,未学
9702_s25_42,5(b)(ii),2,S02,,629,291,,未学
9702_s25_42,5(b)(iii),1,S02,,629,291,,未学
9702_s25_42,5(b)(iv),3,S02,,629,291,,未学
9702_s25_42,6(a),1,E01,,631,292,,未学
9702_s25_42,6(b)(i),2,E06,,631,292,,未学
9702_s25_42,6(b)(ii),2,E06,,631,292,,未学
9702_s25_42,6(c)(i),3,M01,,631,292,,未学
9702_s25_42,6(c)(ii),1,M01,,631,292,,未学
9702_s25_42,6(c)(iii),2,M02,,631,292,,未学
9702_s25_42,7(a),1,D05,,633,293,,未学
9702_s25_42,7(b)(i),2,D01,,633,293,,未学
9702_s25_42,7(b)(ii),2,D05,,633,293,,未学
9702_s25_42,7(b)(iii),2,D06,,633,293,,未学
9702_s25_42,7(c),3,D05,,633,293,,未学
9702_s25_42,8(a)(i),1,A03,,635,294,,未学
9702_s25_42,8(a)(ii),1,A02,,635,294,,未学
9702_s25_42,8(b)(i),2,A02,,635,294,,未学
9702_s25_42,8(b)(ii),3,A02,,635,294,,未学
9702_s25_42,8(b)(iii),2,A02,,635,294,,未学
9702_s25_42,8(b)(iv),1,A02,,635,294,,未学
9702_s25_42,9(a),2,Q02,,637,295,,未学
9702_s25_42,9(b)(i),3,Q02,,637,295,,未学
9702_s25_42,9(b)(ii),3,Q02,,637,295,,未学
9702_s25_42,10(a),1,N03,,639,296,,未学
9702_s25_42,10(b)(i),3,N04,,639,296,,未学
9702_s25_42,10(b)(ii),3,N04,,639,296,,未学
9702_s25_42,10(c),2,N03,,639,296,,未学
9702_s25_43,1(a),2,G03,,645,304,9702_s25_41:1(a),未学
9702_s25_43,1(b)(i),3,G04,,645,304,9702_s25_41:1(b)(i),未学
9702_s25_43,1(b)(ii),2,G03,,645,304,9702_s25_41:1(b)(ii),未学
9702_s25_43,1(c)(i),1,G06,,645,304,9702_s25_41:1(c)(i),未学
9702_s25_43,1(c)(ii),1,G06,,645,304,9702_s25_41:1(c)(ii),未学
9702_s25_43,2(a),2,E02,,647,305,9702_s25_41:2(a),未学
9702_s25_43,2(b)(i),1,C11,N05,647,305,9702_s25_41:2(b)(i),未学
9702_s25_43,2(b)(ii),1,C11,,647,305,9702_s25_41:2(b)(ii),未学
9702_s25_43,2(c)(i),2,C11,,647,305,9702_s25_41:2(c)(i),未学
9702_s25_43,2(c)(ii),2,C11,,647,305,9702_s25_41:2(c)(ii),未学
9702_s25_43,2(d)(i),2,E03,C11,647,306,9702_s25_41:2(d)(i),未学
9702_s25_43,2(d)(ii),1,C11,,647,306,9702_s25_41:2(d)(ii),未学
9702_s25_43,3(a),2,T04,,649,307,9702_s25_41:3(a),未学
9702_s25_43,3(b),3,T04,,649,307,9702_s25_41:3(b),未学
9702_s25_43,3(c),4,T04,T03,649,307,9702_s25_41:3(c),未学
9702_s25_43,4(a)(i),2,H01,,650,308,9702_s25_41:4(a)(i),未学
9702_s25_43,4(a)(ii),2,H01,,650,308,9702_s25_41:4(a)(ii),未学
9702_s25_43,4(b),4,H03,,650,308,9702_s25_41:4(b),未学
9702_s25_43,5(a)(i),1,S02,,651,309,9702_s25_41:5(a)(i),未学
9702_s25_43,5(a)(ii),1,S01,,651,309,9702_s25_41:5(a)(ii),未学
9702_s25_43,5(b),3,S03,,651,309,9702_s25_41:5(b),未学
9702_s25_43,5(c),3,S03,,651,309,9702_s25_41:5(c),未学
9702_s25_43,6(a)(i),1,A03,,653,310,9702_s25_41:6(a)(i),未学
9702_s25_43,6(a)(ii),1,A04,,653,310,9702_s25_41:6(a)(ii),未学
9702_s25_43,6(b)(i),2,A01,,653,310,9702_s25_41:6(b)(i),未学
9702_s25_43,6(b)(ii),1,A03,,653,310,9702_s25_41:6(b)(ii),未学
9702_s25_43,6(b)(iii),2,A03,,653,310,9702_s25_41:6(b)(iii),未学
9702_s25_43,6(b)(iv),3,D06,A04,653,310,9702_s25_41:6(b)(iv),未学
9702_s25_43,6(c),2,D06,,653,310,9702_s25_41:6(c),未学
9702_s25_43,7(a),2,B02,,655,311,9702_s25_41:7(a),未学
9702_s25_43,7(b)(i),1,B03,,655,311,9702_s25_41:7(b)(i),未学
9702_s25_43,7(b)(ii),1,B03,,655,311,9702_s25_41:7(b)(ii),未学
9702_s25_43,7(b)(iii),1,B04,,655,311,9702_s25_41:7(b)(iii),未学
9702_s25_43,7(c)(i),3,B05,,655,311,9702_s25_41:7(c)(i),未学
9702_s25_43,7(c)(ii),2,B05,,655,311,9702_s25_41:7(c)(ii),未学
9702_s25_43,8(a),1,Q04,,657,312,9702_s25_41:8(a),未学
9702_s25_43,8(b),2,Q04,,657,312,9702_s25_41:8(b),未学
9702_s25_43,8(c),2,Q06,,657,312,9702_s25_41:8(c),未学
9702_s25_43,8(d)(i),1,Q06,,657,312,9702_s25_41:8(d)(i),未学
9702_s25_43,8(d)(ii),2,Q06,,657,312,9702_s25_41:8(d)(ii),未学
9702_s25_43,8(d)(iii),1,Q06,,657,312,9702_s25_41:8(d)(iii),未学
9702_s25_43,8(d)(iv),1,Q06,,657,312,9702_s25_41:8(d)(iv),未学
9702_s25_43,8(d)(v),3,Q06,,657,313,9702_s25_41:8(d)(v),未学
9702_s25_43,9(a),1,N04,,659,314,9702_s25_41:9(a),未学
9702_s25_43,9(b),3,N04,,659,314,9702_s25_41:9(b),未学
9702_s25_43,9(c)(i),2,N04,,659,314,9702_s25_41:9(c)(i),未学
9702_s25_43,9(c)(ii),1,N04,,659,314,9702_s25_41:9(c)(ii),未学
9702_s25_43,9(c)(iii),3,N04,,659,314,9702_s25_41:9(c)(iii),未学
9702_s25_43,10(a),2,Z05,,661,315,9702_s25_41:10(a),未学
9702_s25_43,10(b)(i),2,Z04,,661,315,9702_s25_41:10(b)(i),未学
9702_s25_43,10(b)(ii),2,Z04,,661,315,9702_s25_41:10(b)(ii),未学
9702_s25_43,10(b)(iii),2,Z03,,661,315,9702_s25_41:10(b)(iii),未学
9702_s25_43,10(c),2,Z05,,661,315,9702_s25_41:10(c),未学
9702_w22_41,1(a),2,G01,,98,357,,未学
9702_w22_41,1(b),3,G05,,98,357,,未学
9702_w22_41,1(c)(i),2,G05,,98,357,,未学
9702_w22_41,1(c)(ii),2,G06,,98,357,,未学
9702_w22_41,2(a),2,T02,,100,358,,未学
9702_w22_41,2(b)(i),4,T03,,100,358,,未学
9702_w22_41,2(b)(ii),1,T02,,100,358,,未学
9702_w22_41,2(c)(i),2,T01,,100,358,,未学
9702_w22_41,2(c)(ii),1,T01,,100,358,,未学
9702_w22_41,3(a),2,S01,,102,359,,未学
9702_w22_41,3(b)(i),1,S02,,102,359,,未学
9702_w22_41,3(b)(ii),2,S02,,102,359,,未学
9702_w22_41,3(b)(iii),2,S03,,102,359,,未学
9702_w22_41,3(c)(i),2,S04,,102,359,,未学
9702_w22_41,3(c)(ii),2,S04,,102,359,,未学
9702_w22_41,4(a),2,E01,,105,360,,未学
9702_w22_41,4(b)(i),3,E01,,105,360,,未学
9702_w22_41,4(b)(ii),2,E06,,105,360,,未学
9702_w22_41,4(c)(i),2,E06,,105,360,,未学
9702_w22_41,4(c)(ii),3,E06,,105,360,,未学
9702_w22_41,5(a)(i),2,D01,,107,361,,未学
9702_w22_41,5(a)(ii),1,D05,,107,361,,未学
9702_w22_41,5(a)(iii),2,D06,,107,361,,未学
9702_w22_41,5(a)(iv),2,D05,,107,361,,未学
9702_w22_41,5(b)(i),3,I02,,107,361,,未学
9702_w22_41,5(b)(ii),1,I04,,107,361,,未学
9702_w22_41,6(a)(i),1,B06,,109,362,,未学
9702_w22_41,6(a)(ii),3,B06,,109,362,,未学
9702_w22_41,6(b)(i),3,B06,,109,362,,未学
9702_w22_41,6(b)(ii),2,B06,,109,362,,未学
9702_w22_41,7(a)(i),2,A02,,111,363,,未学
9702_w22_41,7(a)(ii),3,A02,,111,363,,未学
9702_w22_41,7(a)(iii),1,A02,,111,363,,未学
9702_w22_41,7(b)(i),3,M04,,111,363,,未学
9702_w22_41,7(b)(ii),1,M04,,111,363,,未学
9702_w22_41,8(a),2,Q02,,113,364,,未学
9702_w22_41,8(b)(i),2,Q01,,113,364,,未学
9702_w22_41,8(b)(ii),2,Q02,,113,364,,未学
9702_w22_41,8(c)(i),2,Q02,,113,364,,未学
9702_w22_41,8(c)(ii),2,Q01,,113,364,,未学
9702_w22_41,9(a),1,Z01,,114,365,,未学
9702_w22_41,9(b)(i),2,Z01,,114,365,,未学
9702_w22_41,9(b)(ii),2,Z02,,114,365,,未学
9702_w22_41,9(c),3,Z03,,114,365,,未学
9702_w22_41,10(a)(i),1,N03,,115,366,,未学
9702_w22_41,10(a)(ii),1,N03,,115,366,,未学
9702_w22_41,10(b)(i),1,N03,,115,366,,未学
9702_w22_41,10(b)(ii),1,N04,,115,366,,未学
9702_w22_41,10(b)(iii),1,N04,,115,366,,未学
9702_w22_41,10(b)(iv),2,N04,,115,366,,未学
9702_w22_41,10(b)(v),1,N04,,115,366,,未学
9702_w22_41,10(c),2,N01,,115,366,,未学
9702_w22_42,1(a),1,G01,,121,372,,未学
9702_w22_42,1(b)(i),2,G01,,121,372,,未学
9702_w22_42,1(b)(ii),2,C05,G05,121,372,,未学
9702_w22_42,1(c)(i),3,C04,,121,372,,未学
9702_w22_42,1(c)(ii),2,C08,,121,372,,未学
9702_w22_42,2(a),2,T03,,123,373,,未学
9702_w22_42,2(b)(i),2,H02,,123,373,,未学
9702_w22_42,2(b)(ii),2,H02,,123,373,,未学
9702_w22_42,2(c),1,H02,T03,123,373,,未学
9702_w22_42,3(a),3,K01,,124,374,,未学
9702_w22_42,3(b),2,K04,,124,374,,未学
9702_w22_42,3(c)(i),3,K04,,124,374,,未学
9702_w22_42,3(c)(ii),2,K04,,124,374,,未学
9702_w22_42,4(a)(i),1,S02,,126,375,,未学
9702_w22_42,4(a)(ii),2,S02,,126,375,,未学
9702_w22_42,4(a)(iii),3,S03,,126,375,,未学
9702_w22_42,4(b),4,S03,,126,375,,未学
9702_w22_42,5(a),2,E04,,128,376,,未学
9702_w22_42,5(b)(i),1,E04,,128,376,,未学
9702_w22_42,5(b)(ii),2,E04,,128,376,,未学
9702_w22_42,5(c)(i),2,E05,,128,376,,未学
9702_w22_42,5(c)(ii),3,E05,,128,376,,未学
9702_w22_42,6(a),3,D05,,130,377,,未学
9702_w22_42,6(b),3,D06,,130,377,,未学
9702_w22_42,6(c)(i),2,D01,,130,378,,未学
9702_w22_42,6(c)(ii),2,D06,,130,378,,未学
9702_w22_42,7(a),3,B02,,132,379,,未学
9702_w22_42,7(b)(i),2,B02,,132,379,,未学
9702_w22_42,7(b)(ii),3,B02,,132,379,,未学
9702_w22_42,7(b)(iii),2,B02,,132,379,,未学
9702_w22_42,8(a),2,I03,,134,380,,未学
9702_w22_42,8(b)(i),3,A01,,134,380,,未学
9702_w22_42,8(b)(ii),3,I04,,134,380,,未学
9702_w22_42,8(b)(iii),3,I02,,134,380,,未学
9702_w22_42,9(a)(i),3,Q05,,136,381,,未学
9702_w22_42,9(a)(ii),3,Q05,,136,381,,未学
9702_w22_42,9(b)(i),1,Z04,,136,381,,未学
9702_w22_42,9(b)(ii),1,Z04,,136,381,,未学
9702_w22_42,9(b)(iii),3,Z04,,136,381,,未学
9702_w22_42,9(c),2,Z05,,136,381,,未学
9702_w22_42,10(a)(i),2,M06,,138,382,,未学
9702_w22_42,10(a)(ii),3,Q06,,138,382,,未学
9702_w22_42,10(b),4,Q06,,138,382,,未学
9702_w22_43,1(a),2,G01,,143,388,9702_w22_41:1(a),未学
9702_w22_43,1(b),3,G05,,143,388,9702_w22_41:1(b),未学
9702_w22_43,1(c)(i),2,G05,,143,388,9702_w22_41:1(c)(i),未学
9702_w22_43,1(c)(ii),2,G06,,143,388,9702_w22_41:1(c)(ii),未学
9702_w22_43,2(a),2,T02,,145,389,9702_w22_41:2(a),未学
9702_w22_43,2(b)(i),4,T03,,145,389,9702_w22_41:2(b)(i),未学
9702_w22_43,2(b)(ii),1,T02,,145,389,9702_w22_41:2(b)(ii),未学
9702_w22_43,2(c)(i),2,T01,,145,389,9702_w22_41:2(c)(i),未学
9702_w22_43,2(c)(ii),1,T01,,145,389,9702_w22_41:2(c)(ii),未学
9702_w22_43,3(a),2,S01,,147,390,9702_w22_41:3(a),未学
9702_w22_43,3(b)(i),1,S02,,147,390,9702_w22_41:3(b)(i),未学
9702_w22_43,3(b)(ii),2,S02,,147,390,9702_w22_41:3(b)(ii),未学
9702_w22_43,3(b)(iii),2,S03,,147,390,9702_w22_41:3(b)(iii),未学
9702_w22_43,3(c)(i),2,S04,,147,390,9702_w22_41:3(c)(i),未学
9702_w22_43,3(c)(ii),2,S04,,147,390,9702_w22_41:3(c)(ii),未学
9702_w22_43,4(a),2,E01,,150,391,9702_w22_41:4(a),未学
9702_w22_43,4(b)(i),3,E01,,150,391,9702_w22_41:4(b)(i),未学
9702_w22_43,4(b)(ii),2,E06,,150,391,9702_w22_41:4(b)(ii),未学
9702_w22_43,4(c)(i),2,E06,,150,391,9702_w22_41:4(c)(i),未学
9702_w22_43,4(c)(ii),3,E06,,150,391,9702_w22_41:4(c)(ii),未学
9702_w22_43,5(a)(i),2,D01,,152,392,9702_w22_41:5(a)(i),未学
9702_w22_43,5(a)(ii),1,D05,,152,392,9702_w22_41:5(a)(ii),未学
9702_w22_43,5(a)(iii),2,D06,,152,392,9702_w22_41:5(a)(iii),未学
9702_w22_43,5(a)(iv),2,D05,,152,392,9702_w22_41:5(a)(iv),未学
9702_w22_43,5(b)(i),3,I02,,152,392,9702_w22_41:5(b)(i),未学
9702_w22_43,5(b)(ii),1,I04,,152,392,9702_w22_41:5(b)(ii),未学
9702_w22_43,6(a)(i),1,B06,,154,393,9702_w22_41:6(a)(i),未学
9702_w22_43,6(a)(ii),3,B06,,154,393,9702_w22_41:6(a)(ii),未学
9702_w22_43,6(b)(i),3,B06,,154,393,9702_w22_41:6(b)(i),未学
9702_w22_43,6(b)(ii),2,B06,,154,393,9702_w22_41:6(b)(ii),未学
9702_w22_43,7(a)(i),2,A02,,156,394,9702_w22_41:7(a)(i),未学
9702_w22_43,7(a)(ii),3,A02,,156,394,9702_w22_41:7(a)(ii),未学
9702_w22_43,7(a)(iii),1,A02,,156,394,9702_w22_41:7(a)(iii),未学
9702_w22_43,7(b)(i),3,M04,,156,394,9702_w22_41:7(b)(i),未学
9702_w22_43,7(b)(ii),1,M04,,156,394,9702_w22_41:7(b)(ii),未学
9702_w22_43,8(a),2,Q02,,158,395,9702_w22_41:8(a),未学
9702_w22_43,8(b)(i),2,Q01,,158,395,9702_w22_41:8(b)(i),未学
9702_w22_43,8(b)(ii),2,Q02,,158,395,9702_w22_41:8(b)(ii),未学
9702_w22_43,8(c)(i),2,Q02,,158,395,9702_w22_41:8(c)(i),未学
9702_w22_43,8(c)(ii),2,Q01,,158,395,9702_w22_41:8(c)(ii),未学
9702_w22_43,9(a),1,Z01,,159,396,9702_w22_41:9(a),未学
9702_w22_43,9(b)(i),2,Z01,,159,396,9702_w22_41:9(b)(i),未学
9702_w22_43,9(b)(ii),2,Z02,,159,396,9702_w22_41:9(b)(ii),未学
9702_w22_43,9(c),3,Z03,,159,396,9702_w22_41:9(c),未学
9702_w22_43,10(a)(i),1,N03,,160,397,9702_w22_41:10(a)(i),未学
9702_w22_43,10(a)(ii),1,N03,,160,397,9702_w22_41:10(a)(ii),未学
9702_w22_43,10(b)(i),1,N03,,160,397,9702_w22_41:10(b)(i),未学
9702_w22_43,10(b)(ii),1,N04,,160,397,9702_w22_41:10(b)(ii),未学
9702_w22_43,10(b)(iii),1,N04,,160,397,9702_w22_41:10(b)(iii),未学
9702_w22_43,10(b)(iv),2,N04,,160,397,9702_w22_41:10(b)(iv),未学
9702_w22_43,10(b)(v),1,N04,,160,397,9702_w22_41:10(b)(v),未学
9702_w22_43,10(c),2,N01,,160,397,9702_w22_41:10(c),未学
9702_w23_41,1(a)(i),1,G01,,281,431,,未学
9702_w23_41,1(a)(ii),2,G01,,281,431,,未学
9702_w23_41,1(b)(i),2,G01,,281,431,,未学
9702_w23_41,1(b)(ii),2,G01,,281,431,,未学
9702_w23_41,1(b)(iii),3,G01,,281,431,,未学
9702_w23_41,2(a),2,T03,,283,432,,未学
9702_w23_41,2(b)(i),1,H02,,283,432,,未学
9702_w23_41,2(b)(ii),2,H02,,283,432,,未学
9702_w23_41,2(b)(iii),2,H02,,283,432,,未学
9702_w23_41,2(b)(iv),2,T03,,283,432,,未学
9702_w23_41,2(c),3,H02,T03,283,432,,未学
9702_w23_41,3(a)(i),3,K03,,285,433,,未学
9702_w23_41,3(a)(ii),2,K04,,285,433,,未学
9702_w23_41,3(b),2,K04,,285,433,,未学
9702_w23_41,3(c)(i),2,Z01,,285,433,,未学
9702_w23_41,3(c)(ii),2,Z02,,285,433,,未学
9702_w23_41,3(d),2,K03,,285,433,,未学
9702_w23_41,4(a),2,S01,,287,434,,未学
9702_w23_41,4(b)(i),2,S02,,287,434,,未学
9702_w23_41,4(b)(ii),2,S03,,287,434,,未学
9702_w23_41,4(c),3,S04,,287,434,,未学
9702_w23_41,5(a),2,E04,,289,435,,未学
9702_w23_41,5(b),3,E04,,289,435,,未学
9702_w23_41,5(c),3,E05,,289,435,,未学
9702_w23_41,6(a),2,B02,,291,436,,未学
9702_w23_41,6(b)(i),1,B03,,291,436,,未学
9702_w23_41,6(b)(ii),2,B03,,291,436,,未学
9702_w23_41,6(b)(iii),1,B03,,291,436,,未学
9702_w23_41,6(b)(iv),3,B04,,291,436,,未学
9702_w23_41,6(c),3,B04,,291,436,,未学
9702_w23_41,7(a)(i),1,A02,,293,437,,未学
9702_w23_41,7(a)(ii),1,A02,,293,437,,未学
9702_w23_41,7(b),3,A02,,293,437,,未学
9702_w23_41,7(c)(i),1,A02,,293,437,,未学
9702_w23_41,7(c)(ii),2,A02,,293,437,,未学
9702_w23_41,8(a)(i),2,Q01,,295,438,,未学
9702_w23_41,8(a)(ii),1,Q01,,295,438,,未学
9702_w23_41,8(b)(i),2,Q01,,295,438,,未学
9702_w23_41,8(b)(ii),3,Q07,,295,438,,未学
9702_w23_41,8(c),2,Q07,,295,438,,未学
9702_w23_41,9(a),2,N02,,297,439,,未学
9702_w23_41,9(b),2,N02,,297,439,,未学
9702_w23_41,9(c)(i),1,N02,,297,439,,未学
9702_w23_41,9(c)(ii),1,N02,,297,439,,未学
9702_w23_41,9(d),4,N02,N06,297,439,,未学
9702_w23_41,10(a),4,M01,M04,299,440,,未学
9702_w23_41,10(b)(i),2,M02,,299,440,,未学
9702_w23_41,10(b)(ii),2,M02,,299,440,,未学
9702_w23_42,1(a),1,C01,,304,446,,未学
9702_w23_42,1(b),2,C02,,304,446,,未学
9702_w23_42,1(c)(i),1,C02,,304,446,,未学
9702_w23_42,1(c)(ii),2,C01,,304,446,,未学
9702_w23_42,1(c)(iii),2,C04,,304,446,,未学
9702_w23_42,1(d),2,C09,,304,446,,未学
9702_w23_42,2(a)(i),2,G03,,306,447,,未学
9702_w23_42,2(a)(ii),2,G03,,306,447,,未学
9702_w23_42,2(b)(i),1,G04,,306,447,,未学
9702_w23_42,2(b)(ii),2,G04,,306,447,,未学
9702_w23_42,2(c),1,G04,,306,447,,未学
9702_w23_42,2(d),3,K04,,306,447,,未学
9702_w23_42,2(e),1,K04,G04,306,447,,未学
9702_w23_42,3(a),2,H01,,308,448,,未学
9702_w23_42,3(b)(i),3,H02,,308,448,,未学
9702_w23_42,3(b)(ii),3,H02,,308,448,,未学
9702_w23_42,4(a)(i),1,S02,,309,449,,未学
9702_w23_42,4(a)(ii),1,S02,,309,449,,未学
9702_w23_42,4(a)(iii),2,S02,,309,449,,未学
9702_w23_42,4(b)(i),2,X01,S02,309,449,,未学
9702_w23_42,4(b)(ii),2,A01,S02,309,449,,未学
9702_w23_42,4(b)(iii),2,A01,,309,449,,未学
9702_w23_42,4(b)(iv),1,A02,,309,449,,未学
9702_w23_42,5(a),2,E02,,311,450,,未学
9702_w23_42,5(b),2,E02,,311,450,,未学
9702_w23_42,5(c)(i),1,E01,,311,450,,未学
9702_w23_42,5(c)(ii),3,E01,,311,450,,未学
9702_w23_42,5(c)(iii),3,E06,,311,450,,未学
9702_w23_42,6(a)(i),2,D03,,313,451,,未学
9702_w23_42,6(a)(ii),2,D01,,313,451,,未学
9702_w23_42,6(b)(i),2,D06,,313,451,,未学
9702_w23_42,6(b)(ii),1,D06,,313,451,,未学
9702_w23_42,6(b)(iii),2,D06,,313,451,,未学
9702_w23_42,7(a)(i),1,B06,,315,452,,未学
9702_w23_42,7(a)(ii),3,B06,,315,452,,未学
9702_w23_42,7(b)(i),3,I02,,315,452,,未学
9702_w23_42,7(b)(ii),4,I04,,315,452,,未学
9702_w23_42,8(a),2,Q01,,317,453,,未学
9702_w23_42,8(b)(i),1,Q02,,317,453,,未学
9702_w23_42,8(b)(ii),3,Q02,,317,453,,未学
9702_w23_42,8(c)(i),1,Q02,,317,453,,未学
9702_w23_42,8(c)(ii),1,Q02,,317,453,,未学
9702_w23_42,9(a)(i),1,M06,,319,454,,未学
9702_w23_42,9(a)(ii),2,N05,,319,454,,未学
9702_w23_42,9(b)(i),2,M06,,319,454,,未学
9702_w23_42,9(b)(ii),2,M06,,319,454,,未学
9702_w23_42,9(c)(i),3,N04,M06,319,454,,未学
9702_w23_42,9(c)(ii),2,N04,,319,454,,未学
9702_w23_42,10(a),2,Z03,,321,455,,未学
9702_w23_42,10(b)(i),1,Z01,,321,455,,未学
9702_w23_42,10(b)(ii),1,Z04,,321,455,,未学
9702_w23_42,10(b)(iii),4,Z03,Z02,321,455,,未学
9702_w23_43,1(a)(i),1,G01,,326,462,9702_w23_41:1(a)(i),未学
9702_w23_43,1(a)(ii),2,G01,,326,462,9702_w23_41:1(a)(ii),未学
9702_w23_43,1(b)(i),2,G01,,326,462,9702_w23_41:1(b)(i),未学
9702_w23_43,1(b)(ii),2,G01,,326,462,9702_w23_41:1(b)(ii),未学
9702_w23_43,1(b)(iii),3,G01,,326,462,9702_w23_41:1(b)(iii),未学
9702_w23_43,2(a),2,T03,,328,463,9702_w23_41:2(a),未学
9702_w23_43,2(b)(i),1,H02,,328,463,9702_w23_41:2(b)(i),未学
9702_w23_43,2(b)(ii),2,H02,,328,463,9702_w23_41:2(b)(ii),未学
9702_w23_43,2(b)(iii),2,H02,,328,463,9702_w23_41:2(b)(iii),未学
9702_w23_43,2(b)(iv),2,T03,,328,463,9702_w23_41:2(b)(iv),未学
9702_w23_43,2(c),3,H02,T03,328,463,9702_w23_41:2(c),未学
9702_w23_43,3(a)(i),3,K03,,330,464,9702_w23_41:3(a)(i),未学
9702_w23_43,3(a)(ii),2,K04,,330,464,9702_w23_41:3(a)(ii),未学
9702_w23_43,3(b),2,K04,,330,464,9702_w23_41:3(b),未学
9702_w23_43,3(c)(i),2,Z01,,330,464,9702_w23_41:3(c)(i),未学
9702_w23_43,3(c)(ii),2,Z02,,330,464,9702_w23_41:3(c)(ii),未学
9702_w23_43,3(d),2,K03,,330,464,9702_w23_41:3(d),未学
9702_w23_43,4(a),2,S01,,332,465,9702_w23_41:4(a),未学
9702_w23_43,4(b)(i),2,S02,,332,465,9702_w23_41:4(b)(i),未学
9702_w23_43,4(b)(ii),2,S03,,332,465,9702_w23_41:4(b)(ii),未学
9702_w23_43,4(c),3,S04,,332,465,9702_w23_41:4(c),未学
9702_w23_43,5(a),2,E04,,334,466,9702_w23_41:5(a),未学
9702_w23_43,5(b),3,E04,,334,466,9702_w23_41:5(b),未学
9702_w23_43,5(c),3,E05,,334,466,9702_w23_41:5(c),未学
9702_w23_43,6(a),2,B02,,336,467,9702_w23_41:6(a),未学
9702_w23_43,6(b)(i),1,B03,,336,467,9702_w23_41:6(b)(i),未学
9702_w23_43,6(b)(ii),2,B03,,336,467,9702_w23_41:6(b)(ii),未学
9702_w23_43,6(b)(iii),1,B03,,336,467,9702_w23_41:6(b)(iii),未学
9702_w23_43,6(b)(iv),3,B04,,336,467,9702_w23_41:6(b)(iv),未学
9702_w23_43,6(c),3,B04,,336,467,9702_w23_41:6(c),未学
9702_w23_43,7(a)(i),1,A02,,338,468,9702_w23_41:7(a)(i),未学
9702_w23_43,7(a)(ii),1,A02,,338,468,9702_w23_41:7(a)(ii),未学
9702_w23_43,7(b),3,A02,,338,468,9702_w23_41:7(b),未学
9702_w23_43,7(c)(i),1,A02,,338,468,9702_w23_41:7(c)(i),未学
9702_w23_43,7(c)(ii),2,A02,,338,468,9702_w23_41:7(c)(ii),未学
9702_w23_43,8(a)(i),2,Q01,,340,469,9702_w23_41:8(a)(i),未学
9702_w23_43,8(a)(ii),1,Q01,,340,469,9702_w23_41:8(a)(ii),未学
9702_w23_43,8(b)(i),2,Q01,,340,469,9702_w23_41:8(b)(i),未学
9702_w23_43,8(b)(ii),3,Q07,,340,469,9702_w23_41:8(b)(ii),未学
9702_w23_43,8(c),2,Q07,,340,469,9702_w23_41:8(c),未学
9702_w23_43,9(a),2,N02,,342,470,9702_w23_41:9(a),未学
9702_w23_43,9(b),2,N02,,342,470,9702_w23_41:9(b),未学
9702_w23_43,9(c)(i),1,N02,,342,470,9702_w23_41:9(c)(i),未学
9702_w23_43,9(c)(ii),1,N02,,342,470,9702_w23_41:9(c)(ii),未学
9702_w23_43,9(d),4,N02,N06,342,470,9702_w23_41:9(d),未学
9702_w23_43,10(a),4,M01,M04,344,471,9702_w23_41:10(a),未学
9702_w23_43,10(b)(i),2,M02,,344,471,9702_w23_41:10(b)(i),未学
9702_w23_43,10(b)(ii),2,M02,,344,471,9702_w23_41:10(b)(ii),未学
9702_w24_41,1(a),2,G01,,501,508,,未学
9702_w24_41,1(b)(i),2,C05,G05,501,508,,未学
9702_w24_41,1(b)(ii),3,G05,,501,508,,未学
9702_w24_41,1(b)(iii),5,G05,,501,508,,未学
9702_w24_41,2(a),2,T03,,503,509,,未学
9702_w24_41,2(b)(i),3,T03,,503,509,,未学
9702_w24_41,2(b)(ii),3,T03,,503,509,,未学
9702_w24_41,3(a)(i),1,K02,,505,510,,未学
9702_w24_41,3(a)(ii),1,K02,,505,510,,未学
9702_w24_41,3(b)(i),4,K01,K04+H01,505,510,,未学
9702_w24_41,3(b)(ii),2,K04,,505,510,,未学
9702_w24_41,4(a),2,S01,,507,511,,未学
9702_w24_41,4(b)(i),1,S02,,507,511,,未学
9702_w24_41,4(b)(ii),2,S02,,507,511,,未学
9702_w24_41,4(b)(iii),2,S02,,507,511,,未学
